grid_square,latitude,longitude,population_per_hectare,bicycle_aadf,motor_vehicle_aadf,safe
"51.2995,-0.442",51.2995,-0.442,4.0,2.6,86170.79999999999,1
"51.612,0.2625",51.611999999999995,0.2625,4.1,0.0,124284.6,1
"51.355,-0.257",51.355,-0.257,57.4,235.0,39852.6,1
"51.2715,-0.3375",51.2715,-0.3375,4.0,16.6,18119.2,1
"51.465,0.1015",51.465,0.1015,54.9,170.4,15036.8,1
"51.574,0.019",51.574,0.019,94.7,124.2,12097.2,1
"51.561,-0.308",51.56100000000001,-0.308,76.8,18.4,1505.4,1
"51.474,-0.194",51.474,-0.19399999999999998,162.4,2191.8,41410.8,1
"51.374,-0.176",51.373999999999995,-0.17600000000000002,80.5,99.0,15990.8,1
"51.4425,0.2065",51.4425,0.2065,20.6,60.0,13756.4,1
"51.7025,0.2395",51.7025,0.2395,4.4,34.8,15552.0,1
"51.521,-0.131",51.521,-0.131,86.7,2274.6,13880.6,1
"51.355,-0.5115",51.355,-0.5115,10.6,96.0,7678.4,1
"51.285,-0.521",51.285,-0.521,10.6,2.6,94568.8,1
"51.454,-0.1145",51.45399999999999,-0.1145,169.5,233.0,3224.2000000000007,1
"51.621,-0.3565",51.621,-0.3565,21.9,16.2,16715.6,1
"51.714,0.14",51.714,0.14,64.2,0.0,108809.8,1
"51.501,0.2445",51.501000000000005,0.2445,1.5,0.0,78106.40000000001,1
"51.2665,0.1035",51.2665,0.1035,1.6,38.0,15100.6,1
"51.421,-0.3105",51.42100000000001,-0.3105,35.2,362.2,16092.6,1
"51.311,0.1565",51.31100000000001,0.1565,2.0,116.8,12258.2,1
"51.693,-0.2485",51.693000000000005,-0.2485,5.1,0.0,137003.40000000002,1
"51.62,0.0265",51.62,0.0265,29.4,265.0,21316.4,1
"51.4375,0.26",51.4375,0.26,20.6,86.4,21932.0,1
"51.3265,0.2415",51.3265,0.2415,2.0,20.8,1177.6,1
"51.389,-0.5205",51.388999999999996,-0.5205,10.6,0.0,177327.8,1
"51.4845,0.1705",51.4845,0.1705,36.4,24.8,9866.8,1
"51.6585,0.244",51.6585,0.244,4.4,8.0,6875.600000000001,1
"51.263,-0.477",51.263000000000005,-0.47700000000000004,4.0,31.8,12533.2,1
"51.548,-0.4675",51.548,-0.4675,25.8,80.2,26882.0,1
"51.292,-0.3345",51.292,-0.3345,4.0,139.6,2992.2,1
"51.6965,-0.4715",51.6965,-0.4715,3.6,0.0,43556.0,1
"51.555,-0.5095",51.555,-0.5095,30.6,21.2,24351.2,1
"51.5725,-0.288",51.5725,-0.28800000000000003,22.9,129.6,14255.4,1
"51.427,-0.288",51.427,-0.28800000000000003,62.5,190.8,1106.7999999999997,1
"51.3465,-0.0515",51.3465,-0.0515,63.8,75.4,19893.4,1
"51.6845,-0.2615",51.6845,-0.2615,7.6,15.8,3529.4,1
"51.336,-0.22",51.336000000000006,-0.22,11.2,48.2,15908.2,1
"51.3115,0.29",51.3115,0.29,2.0,0.0,4465.0,1
"51.4515,-0.2635",51.4515,-0.2635,3.9,168.6,11790.799999999996,1
"51.395,-0.0225",51.395,-0.0225,20.8,63.2,11532.2,1
"51.2675,-0.1045",51.2675,-0.1045,14.5,0.0,141002.4,1
"51.706,-0.2795",51.706,-0.2795,7.6,32.8,12560.6,1
"51.6455,-0.085",51.6455,-0.085,26.5,65.0,12310.6,1
"51.5895,-0.3875",51.5895,-0.3875,40.5,3.8,1328.6,1
"51.3135,-0.367",51.3135,-0.36700000000000005,4.0,0.0,151384.6,1
"51.7135,0.1345",51.7135,0.1345,64.2,0.0,108809.8,1
"51.2815,0.187",51.2815,0.187,2.0,14.6,1170.0000000000002,1
"51.2875,-0.0065",51.2875,-0.0065,34.8,0.0,130464.6,1
"51.531,-0.4275",51.531000000000006,-0.4275,24.3,16.4,1993.0,1
"51.579,-0.541",51.57899999999999,-0.541,3.6,45.0,11475.0,1
"51.5835,-0.403",51.5835,-0.40299999999999997,39.6,16.8,2549.4,1
"51.558,0.1855",51.558,0.1855,45.4,14.2,276.6,1
"51.378,-0.4445",51.378,-0.4445,70.5,361.4,16180.8,1
"51.567,0.232",51.567,0.23199999999999998,31.6,12.0,4628.0,1
"51.5135,-0.2915",51.5135,-0.2915,58.2,1374.6,14332.999999999998,1
"51.267,0.2295",51.266999999999996,0.2295,2.0,6.2,16295.399999999998,1
"51.4375,-0.227",51.4375,-0.22699999999999998,17.6,786.4,21763.4,1
"51.4195,0.0435",51.4195,0.0435,16.1,72.0,10426.2,1
"51.281,0.0405",51.281000000000006,0.0405,1.6,23.6,3085.8,1
"51.536,-0.368",51.536,-0.368,61.3,43.0,5064.2,1
"51.622,-0.187",51.622,-0.187,49.4,32.6,2237.8,1
"51.71,-0.3615",51.71,-0.3615,7.7,0.0,127090.6,1
"51.284,0.29",51.284,0.29,2.0,35.8,18698.4,1
"51.3275,-0.518",51.3275,-0.518,10.6,20.8,1603.8,1
"51.5835,0.1075",51.5835,0.1075,2.9,88.0,19204.800000000007,1
"51.37,-0.426",51.37,-0.426,70.5,133.4,17644.399999999998,1
"51.451,-0.3965",51.451,-0.3965,53.1,28.4,1132.8,1
"51.331,-0.405",51.331,-0.405,4.0,154.0,17548.8,1
"51.6035,0.2525",51.6035,0.2525,4.1,0.0,124284.6,1
"51.531,0.241",51.531000000000006,0.24100000000000002,17.6,15.6,634.8000000000002,1
"51.3055,-0.3875",51.3055,-0.3875,4.0,106.2,305.8,1
"51.394,-0.1835",51.394,-0.1835,72.3,107.8,12592.0,1
"51.3935,0.039",51.3935,0.039,23.1,92.6,25867.0,1
"51.4325,0.132",51.4325,0.132,7.8,0.0,21544.4,1
"51.4015,0.0985",51.4015,0.0985,37.4,7.0,601.8,1
"51.5035,-0.0315",51.5035,-0.0315,110.1,1073.8,15808.0,1
"51.4605,0.0075",51.4605,0.0075,67.5,164.8,14357.0,1
"51.432,0.067",51.431999999999995,0.067,37.5,34.4,36920.599999999984,1
"51.6455,-0.148",51.6455,-0.14800000000000002,14.2,47.0,16045.4,1
"51.6195,-0.316",51.6195,-0.316,36.5,40.0,23447.4,1
"51.616,-0.2045",51.61600000000001,-0.2045,10.2,42.4,8540.2,1
"51.6455,0.256",51.6455,0.256,4.4,26.4,1470.6,1
"51.542,-0.434",51.542,-0.434,10.8,16.4,1993.0,1
"51.689,-0.1445",51.68899999999999,-0.1445,3.5,19.0,12548.999999999998,1
"51.349,-0.536",51.349,-0.536,10.6,62.8,24744.0,1
"51.4165,-0.355",51.4165,-0.355,3.8,281.8,15647.2,1
"51.613,0.1795",51.613,0.1795,2.7,10.0,1311.75,1
"51.535,0.23",51.535,0.23,5.6,15.6,634.8000000000002,1
"51.618,-0.513",51.618,-0.513,3.6,16.4,12239.000000000002,1
"51.341,0.073",51.341,0.073,1.7,128.8,24381.2,1
"51.5705,-0.2265",51.5705,-0.2265,33.0,21.5,29977.0,1
"51.6985,-0.457",51.6985,-0.457,19.8,41.0,14475.4,1
"51.289,-0.087",51.288999999999994,-0.087,14.5,1.2,213.2,1
"51.5765,0.178",51.5765,0.17800000000000002,58.7,62.0,34769.0,1
"51.404,-0.304",51.403999999999996,-0.304,66.7,235.2,15676.2,1
"51.6925,-0.3905",51.6925,-0.3905,17.6,94.8,13945.6,1
"51.715,-0.3455",51.715,-0.3455,7.7,65.4,11964.6,1
"51.276,-0.3995",51.276,-0.3995,4.0,41.2,10791.0,1
"51.7115,-0.0975",51.7115,-0.0975,1.3,2.6,491.8,1
"51.396,-0.3205",51.396,-0.3205,66.8,656.2,14670.2,1
"51.4965,-0.275",51.4965,-0.275,31.3,531.8,13266.8,1
"51.3055,0.14",51.3055,0.14,2.0,79.6,5344.4000000000015,1
"51.413,-0.502",51.413000000000004,-0.502,10.6,5.6,303.4000000000001,1
"51.613,-0.3355",51.613,-0.3355,49.6,30.4,12059.8,1
"51.475,0.2775",51.475,0.2775,1.6,17.2,4301.6,1
"51.5595,-0.2845",51.5595,-0.2845,95.1,186.6,23361.8,1
"51.525,-0.3345",51.525,-0.3345,103.7,12.8,509.2,1
"51.294,-0.499",51.294,-0.499,10.6,0.6,90095.6,1
"51.3435,-0.5035",51.3435,-0.5035,10.6,127.6,21870.2,1
"51.6985,-0.309",51.6985,-0.309,6.9,6.6,357.0,1
"51.7075,-0.427",51.7075,-0.42700000000000005,25.4,6.0,315.8,1
"51.475,-0.044",51.475,-0.044000000000000004,107.3,2145.0,39377.4,1
"51.277,-0.166",51.277,-0.166,10.9,38.8,9174.8,1
"51.6705,-0.2535",51.6705,-0.2535,7.6,15.8,3529.4,1
"51.6,-0.1055",51.6,-0.1055,133.2,546.6,24843.000000000004,1
"51.5735,-0.0615",51.5735,-0.0615,117.0,411.4,21517.8,1
"51.43,-0.0605",51.43,-0.0605,89.6,269.2,18133.4,1
"51.3275,-0.2305",51.3275,-0.2305,11.2,64.2,23523.0,1
"51.5915,-0.3725",51.5915,-0.3725,22.0,34.4,9789.2,1
"51.6935,-0.4295",51.6935,-0.4295,25.4,11.5,593.25,1
"51.663,-0.074",51.663000000000004,-0.07400000000000001,76.1,37.2,1012.6,1
"51.4305,0.041",51.4305,0.040999999999999995,50.8,124.0,28558.6,1
"51.604,-0.2165",51.604,-0.2165,20.2,42.4,8540.2,1
"51.289,-0.2995",51.288999999999994,-0.2995,4.0,51.6,24556.4,1
"51.7005,-0.435",51.7005,-0.435,25.4,6.0,315.8,1
"51.4115,0.1505",51.4115,0.1505,2.2,0.8,46911.80000000001,1
"51.3335,-0.0525",51.3335,-0.0525,5.9,75.4,19893.4,1
"51.5165,-0.048",51.5165,-0.048,153.3,1236.2,23369.4,1
"51.2775,-0.496",51.2775,-0.496,10.6,0.6,90095.6,1
"51.537,-0.0515",51.537,-0.0515,167.9,479.0,11886.4,1
"51.518,-0.14",51.518,-0.14,75.5,1537.2,12093.8,1
"51.262,-0.4",51.262,-0.4,4.0,41.2,10791.0,1
"51.662,-0.109",51.662,-0.109,17.1,84.8,15573.999999999998,1
"51.4955,0.138",51.4955,0.138,57.5,55.4,6696.4000000000015,1
"51.5955,-0.017",51.5955,-0.017,86.2,105.6,14043.6,1
"51.2985,-0.4195",51.2985,-0.4195,4.0,154.0,17548.8,1
"51.6735,-0.527",51.6735,-0.527,3.6,35.4,18113.2,1
"51.7065,0.0415",51.7065,0.0415,100.8,21.0,19809.4,1
"51.5205,0.081",51.5205,0.081,85.8,187.2,109659.0,1
"51.306,-0.3555",51.306000000000004,-0.3555,4.0,0.0,151384.6,1
"51.3145,-0.1655",51.3145,-0.1655,62.4,90.8,4154.799999999998,1
"51.615,0.0405",51.615,0.0405,31.7,0.0,96246.4,1
"51.654,-0.349",51.653999999999996,-0.349,7.7,14.8,1974.0,1
"51.616,0.29",51.61600000000001,0.29,4.1,64.8,16001.199999999995,1
"51.275,-0.0495",51.275,-0.0495,34.6,13.4,3168.800000000001,1
"51.6855,0.1555",51.6855,0.1555,2.7,0.0,132333.80000000002,1
"51.395,-0.2985",51.395,-0.2985,99.5,183.6,13250.4,1
"51.5495,-0.1305",51.5495,-0.1305,193.8,1045.0,11117.399999999998,1
"51.3555,0.144",51.3555,0.14400000000000002,2.0,0.0,40156.6,1
"51.692,-0.4735",51.692,-0.4735,3.6,0.0,176717.0,1
"51.71,0.2235",51.71,0.2235,4.4,8.8,17483.8,1
"51.491,-0.054",51.49100000000001,-0.054000000000000006,72.3,626.0,25442.4,1
"51.298,0.1885",51.298,0.1885,2.0,32.6,14695.2,1
"51.293,0.1925",51.293,0.1925,2.0,32.6,14695.2,1
"51.408,-0.297",51.408,-0.297,71.1,269.0,30733.2,1
"51.5305,-0.36",51.5305,-0.36,55.8,128.0,121082.0,1
"51.5885,-0.337",51.5885,-0.337,102.2,13.0,1712.8000000000004,1
"51.564,-0.2845",51.56399999999999,-0.2845,55.1,186.6,23361.8,1
"51.655,-0.502",51.655,-0.502,3.6,39.0,19904.8,1
"51.3095,0.283",51.3095,0.28300000000000003,2.0,0.0,4465.0,1
"51.678,-0.0715",51.678000000000004,-0.0715,32.0,0.0,133487.4,1
"51.3825,0.1535",51.3825,0.1535,2.2,37.8,3653.6,1
"51.2605,-0.487",51.2605,-0.48700000000000004,10.6,31.8,12533.2,1
"51.4565,-0.4195",51.4565,-0.4195,83.8,154.8,17385.0,1
"51.406,-0.249",51.406000000000006,-0.249,27.2,40.2,72912.2,1
"51.28,0.017",51.28,0.017,34.8,21.0,16911.0,1
"51.5905,0.1705",51.5905,0.1705,56.3,42.0,47279.8,1
"51.4835,-0.103",51.4835,-0.10300000000000001,202.4,2594.6,19925.8,1
"51.4475,0.0065",51.4475,0.0065,44.2,283.8,19723.0,1
"51.7085,-0.374",51.7085,-0.374,7.7,21.2,45420.6,1
"51.3925,-0.253",51.3925,-0.253,55.7,74.4,107293.4,1
"51.498,0.2425",51.498000000000005,0.2425,1.5,0.0,78106.40000000001,1
"51.6045,-0.138",51.6045,-0.138,34.2,14.6,79354.4,1
"51.3475,-0.04",51.3475,-0.04,67.4,19.4,24415.2,1
"51.435,0.081",51.435,0.081,57.8,42.4,8481.000000000002,1
"51.47,-0.2025",51.47,-0.2025,160.7,1258.0,13668.6,1
"51.4205,0.249",51.4205,0.249,20.6,0.0,92291.0,1
"51.533,0.114",51.533,0.114,31.5,71.4,95543.4,1
"51.3785,0.2355",51.3785,0.2355,34.4,9.4,15608.0,1
"51.345,-0.0135",51.345,-0.0135,76.7,19.4,24415.2,1
"51.3765,0.125",51.3765,0.125,125.5,37.8,17686.0,1
"51.609,0.007",51.608999999999995,0.006999999999999999,54.7,230.4,30995.8,1
"51.658,-0.247",51.658,-0.247,5.1,36.8,20015.400000000005,1
"51.5865,0.163",51.5865,0.163,43.0,43.6,52972.0,1
"51.306,0.147",51.306000000000004,0.147,2.0,79.6,5344.4000000000015,1
"51.6915,-0.1695",51.6915,-0.1695,3.5,60.8,17224.8,1
"51.4645,0.0075",51.4645,0.0075,67.5,164.8,14357.0,1
"51.4505,0.165",51.4505,0.165,30.5,73.6,16425.2,1
"51.5975,-0.0695",51.5975,-0.0695,144.1,412.8,14624.4,1
"51.2665,-0.4855",51.2665,-0.4855,10.6,62.2,9513.6,1
"51.6555,-0.05",51.6555,-0.05,52.2,120.8,21733.2,1
"51.565,-0.192",51.565,-0.192,29.4,225.0,10488.8,1
"51.7155,-0.4485",51.7155,-0.4485,19.8,40.8,14332.6,1
"51.313,0.027",51.313,0.027000000000000003,4.1,40.2,16860.199999999993,1
"51.396,0.117",51.396,0.11699999999999999,54.3,78.6,10862.4,1
"51.4365,-0.195",51.4365,-0.195,48.9,217.6,15243.4,1
"51.317,0.0225",51.317,0.0225,28.7,40.2,16860.199999999993,1
"51.544,0.2515",51.544,0.2515,1.6,80.0,12194.2,1
"51.6215,0.0005",51.6215,0.0005,47.6,111.4,14201.2,1
"51.3725,-0.158",51.3725,-0.158,62.0,109.8,10549.0,1
"51.4455,-0.251",51.4455,-0.251,84.8,493.6,91415.4,1
"51.266,-0.087",51.266000000000005,-0.087,14.5,0.0,141002.4,1
"51.499,-0.334",51.498999999999995,-0.33399999999999996,23.9,194.2,17051.6,1
"51.303,-0.155",51.303000000000004,-0.155,10.9,83.0,33465.4,1
"51.295,0.098",51.295,0.098,1.6,0.0,130464.6,1
"51.4215,0.114",51.4215,0.114,57.4,108.0,17925.2,1
"51.492,-0.275",51.492,-0.275,54.7,531.8,13266.8,1
"51.543,-0.479",51.543,-0.479,26.0,128.2,26054.6,1
"51.376,0.256",51.376000000000005,0.256,34.4,0.0,57099.60000000001,1
"51.705,-0.0595",51.705,-0.0595,56.6,8.0,15263.6,1
"51.701,-0.3945",51.701,-0.3945,39.6,57.4,21689.0,1
"51.5715,-0.0595",51.5715,-0.0595,70.3,411.4,21517.8,1
"51.6015,-0.456",51.6015,-0.456,4.0,111.8,25136.2,1
"51.4085,-0.091",51.4085,-0.091,122.5,71.2,18384.0,1
"51.6325,0.2345",51.6325,0.2345,4.4,0.0,134308.0,1
"51.391,-0.2445",51.391000000000005,-0.2445,25.0,74.4,107293.4,1
"51.609,-0.056",51.608999999999995,-0.055999999999999994,123.2,28.8,94679.6,1
"51.26,0.2175",51.26,0.2175,2.0,23.2,10990.200000000004,1
"51.719,-0.2645",51.718999999999994,-0.2645,5.1,8.4,23398.8,1
"51.55,-0.182",51.55,-0.182,102.2,867.2,46554.4,1
"51.3375,-0.2385",51.3375,-0.2385,11.2,113.4,17771.600000000002,1
"51.574,0.223",51.574,0.223,24.7,12.0,4628.0,1
"51.5065,0.276",51.5065,0.276,1.6,0.0,93099.0,1
"51.6585,-0.4375",51.6585,-0.4375,25.4,67.2,23029.0,1
"51.519,-0.304",51.519,-0.304,76.4,322.75,15932.75,1
"51.3955,-0.038",51.3955,-0.038,38.9,134.6,17265.4,1
"51.5195,-0.4615",51.5195,-0.4615,89.4,45.4,14683.6,1
"51.702,-0.432",51.702,-0.43200000000000005,25.4,6.0,315.8,1
"51.6145,0.158",51.6145,0.158,5.5,100.0,20106.6,1
"51.474,-0.2625",51.474,-0.2625,18.1,266.6,26156.4,1
"51.3435,0.219",51.3435,0.21899999999999997,2.0,20.8,1177.6,1
"51.3715,0.0645",51.3715,0.0645,15.4,65.0,17750.399999999998,1
"51.6345,-0.084",51.6345,-0.084,52.2,162.4,16833.800000000007,1
"51.5315,-0.5095",51.5315,-0.5095,30.6,0.0,189142.2,1
"51.3005,-0.3885",51.3005,-0.3885,4.0,106.2,305.8,1
"51.392,-0.308",51.391999999999996,-0.308,80.1,397.2,15183.2,1
"51.6955,0.023",51.6955,0.023,100.8,2.8,333.2,1
"51.268,-0.2875",51.268,-0.2875,4.0,169.8,7900.4,1
"51.4275,-0.069",51.4275,-0.069,71.8,361.8,25791.2,1
"51.3015,0.0555",51.3015,0.0555,1.6,12.6,9573.2,1
"51.6015,-0.424",51.6015,-0.424,16.3,31.2,16045.4,1
"51.7015,-0.333",51.7015,-0.33299999999999996,6.9,0.0,142039.19999999998,1
"51.514,-0.101",51.513999999999996,-0.10099999999999999,6.3,4001.0,24786.4,1
"51.372,0.1495",51.372,0.1495,2.0,37.8,3653.6,1
"51.6505,-0.212",51.6505,-0.212,48.3,83.0,21027.0,1
"51.3335,-0.24",51.3335,-0.24,11.2,44.0,9055.6,1
"51.366,0.2675",51.36600000000001,0.2675,34.4,0.0,57099.60000000001,1
"51.497,0.0125",51.497,0.0125,99.7,69.2,9545.0,1
"51.5745,-0.4415",51.5745,-0.4415,35.8,151.8,25847.800000000007,1
"51.595,-0.4825",51.595,-0.4825,2.2,16.4,12239.000000000002,1
"51.419,-0.2275",51.419,-0.2275,4.2,419.6,13649.4,1
"51.476,0.1385",51.476000000000006,0.1385,51.4,16.8,520.4,1
"51.4555,0.0475",51.4555,0.0475,40.7,61.6,16483.2,1
"51.465,-0.4945",51.465,-0.4945,1.2,0.0,20135.0,1
"51.258,-0.4495",51.258,-0.4495,4.0,93.8,12960.2,1
"51.7145,-0.4125",51.7145,-0.4125,39.6,0.0,155999.00000000006,1
"51.4475,-0.345",51.4475,-0.345,92.6,142.4,7297.5999999999985,1
"51.4595,-0.3245",51.4595,-0.3245,103.2,168.8,13169.6,1
"51.493,0.06",51.493,0.06,128.0,343.6,27483.6,1
"51.6435,0.047",51.6435,0.047,20.1,117.2,14535.6,1
"51.599,0.272",51.599,0.272,4.1,0.0,122868.0,1
"51.262,-0.483",51.262,-0.483,10.6,31.8,12533.2,1
"51.6645,-0.4525",51.6645,-0.4525,19.8,0.0,24949.0,1
"51.4305,-0.5185",51.4305,-0.5185,1.2,617.2,25738.4,1
"51.662,0.2395",51.662,0.2395,4.4,8.0,6875.600000000001,1
"51.3655,-0.1225",51.3655,-0.1225,80.1,136.6,27055.2,1
"51.563,-0.0945",51.563,-0.0945,172.4,899.0,15019.6,1
"51.3435,-0.341",51.3435,-0.341,4.0,1.2,65088.2,1
"51.4055,0.0605",51.4055,0.0605,31.1,5.4,20414.6,1
"51.527,-0.063",51.527,-0.063,169.1,1228.4,14182.2,1
"51.6405,0.1865",51.6405,0.1865,2.7,15.6,10551.0,1
"51.3875,-0.134",51.3875,-0.134,131.6,279.6,21112.6,1
"51.716,-0.277",51.716,-0.27699999999999997,7.6,8.4,23398.8,1
"51.717,-0.524",51.717,-0.524,3.6,0.2,42766.8,1
"51.324,0.0505",51.324,0.0505,1.6,30.0,5111.6,1
"51.6935,-0.3185",51.6935,-0.3185,6.9,157.0,15856.0,1
"51.647,-0.098",51.647,-0.098,32.6,45.2,14224.4,1
"51.388,-0.1745",51.388000000000005,-0.1745,55.9,86.0,13424.5,1
"51.6625,0.1275",51.6625,0.1275,64.2,0.0,82152.6,1
"51.672,0.236",51.672,0.23600000000000002,4.4,6.8,8725.400000000001,1
"51.3295,-0.1695",51.3295,-0.1695,24.0,90.8,4154.799999999998,1
"51.536,-0.5195",51.536,-0.5195,30.6,54.8,4572.0,1
"51.3485,0.278",51.3485,0.278,34.4,24.2,8521.2,1
"51.2875,0.176",51.2875,0.17600000000000002,2.0,34.2,15887.4,1
"51.693,0.089",51.693000000000005,0.08900000000000001,66.2,0.0,122721.6,1
"51.2965,-0.3785",51.2965,-0.3785,4.0,106.2,305.8,1
"51.3685,0.034",51.3685,0.034,6.1,43.8,22046.60000000001,1
"51.2745,-0.5135",51.2745,-0.5135,10.6,2.6,94568.8,1
"51.432,-0.282",51.431999999999995,-0.282,62.5,161.2,16764.0,1
"51.272,0.0295",51.272,0.0295,34.8,23.6,3085.8,1
"51.4625,-0.185",51.4625,-0.185,94.2,974.2,39940.6,1
"51.451,0.281",51.451,0.281,11.8,32.6,407.4,1
"51.6365,0.1425",51.6365,0.1425,5.5,25.2,9302.4,1
"51.5875,-0.0505",51.5875,-0.0505,77.7,621.8,20268.8,1
"51.671,0.2465",51.67100000000001,0.2465,4.4,8.0,6875.600000000001,1
"51.2635,-0.1805",51.2635,-0.1805,10.9,56.2,8371.8,1
"51.5735,0.0055",51.5735,0.0055,115.9,160.25,10001.5,1
"51.4115,0.2005",51.4115,0.2005,51.8,0.0,124091.8,1
"51.543,-0.1745",51.543,-0.1745,99.8,228.6,20115.2,1
"51.351,0.0165",51.351000000000006,0.0165,3.4,8.2,1046.8,1
"51.559,-0.307",51.559,-0.307,67.7,90.2,15811.600000000002,1
"51.669,-0.051",51.669,-0.051,61.6,83.4,44134.8,1
"51.2895,-0.528",51.2895,-0.528,10.6,116.6,13829.2,1
"51.2805,-0.4625",51.2805,-0.4625,4.0,0.6,90095.6,1
"51.659,-0.514",51.659,-0.514,3.6,39.0,19904.8,1
"51.647,-0.2415",51.647,-0.2415,5.1,36.2,11001.8,1
"51.5925,-0.373",51.5925,-0.373,37.4,34.4,9789.2,1
"51.36,-0.316",51.36,-0.316,4.0,107.0,20768.6,1
"51.311,-0.229",51.31100000000001,-0.22899999999999998,11.2,46.0,16543.6,1
"51.329,-0.371",51.32899999999999,-0.371,4.0,61.2,6513.0,1
"51.5905,0.1095",51.5905,0.1095,2.9,88.0,19204.800000000007,1
"51.6725,-0.2545",51.6725,-0.2545,7.6,15.8,3529.4,1
"51.7095,0.019",51.7095,0.019,100.8,2.6,453.4,1
"51.444,0.059",51.443999999999996,0.059000000000000004,22.7,43.8,10374.199999999997,1
"51.714,0.074",51.714,0.07400000000000001,100.8,9.2,3257.2,1
"51.52,-0.179",51.52,-0.179,158.1,1011.4,52790.8,1
"51.28,-0.0715",51.28,-0.0715,25.3,26.2,9047.4,1
"51.3135,0.007",51.3135,0.006999999999999999,34.8,40.2,16860.199999999993,1
"51.3775,-0.252",51.3775,-0.252,48.4,364.8,20656.6,1
"51.6985,-0.4545",51.6985,-0.4545,19.8,41.0,14475.4,1
"51.533,0.2535",51.533,0.2535,1.6,80.0,12194.2,1
"51.4825,-0.2155",51.4825,-0.2155,160.9,1277.8,11224.6,1
"51.449,-0.401",51.449,-0.401,20.7,28.4,1132.8,1
"51.71,0.232",51.71,0.23199999999999998,4.4,8.8,17483.8,1
"51.319,0.0775",51.318999999999996,0.0775,1.6,12.6,9573.2,1
"51.5655,0.04",51.5655,0.04,16.6,150.8,14466.4,1
"51.5535,0.1415",51.5535,0.1415,74.3,57.2,16759.6,1
"51.6775,-0.4965",51.6775,-0.4965,3.6,0.0,176717.0,1
"51.6165,-0.3865",51.6165,-0.3865,46.2,9.8,393.4,1
"51.597,-0.1795",51.597,-0.1795,73.4,95.0,12908.2,1
"51.6165,0.0625",51.6165,0.0625,27.5,11.0,7102.4000000000015,1
"51.381,-0.033",51.381,-0.033,36.5,5.6,662.4,1
"51.4075,-0.0195",51.4075,-0.0195,55.1,83.6,8792.400000000001,1
"51.569,0.24",51.568999999999996,0.24,16.3,73.4,14816.2,1
"51.5765,0.112",51.5765,0.11199999999999999,37.5,88.0,19204.800000000007,1
"51.497,-0.2585",51.497,-0.2585,92.9,32.6,788.4000000000002,1
"51.2705,-0.0475",51.2705,-0.0475,34.6,5.6,27429.4,1
"51.343,-0.468",51.343,-0.46799999999999997,10.6,86.8,22082.800000000007,1
"51.43,-0.3555",51.43,-0.3555,51.4,499.8,13485.0,1
"51.2875,-0.406",51.2875,-0.406,4.0,41.2,10791.0,1
"51.357,-0.402",51.357,-0.402,16.3,160.2,12869.2,1
"51.3945,0.1025",51.3945,0.1025,46.2,35.4,28895.0,1
"51.471,-0.1785",51.471000000000004,-0.1785,200.2,2879.4,39118.0,1
"51.6345,-0.503",51.6345,-0.503,3.6,6.4,19430.6,1
"51.551,-0.2425",51.551,-0.2425,56.9,110.8,19187.8,1
"51.4505,-0.4605",51.4505,-0.4605,9.6,78.6,30285.0,1
"51.673,0.2715",51.673,0.2715,4.4,26.4,1470.6,1
"51.5555,0.2425",51.5555,0.2425,33.8,73.4,14816.2,1
"51.7185,0.2545",51.7185,0.2545,4.4,34.8,15552.0,1
"51.5785,-0.3515",51.5785,-0.3515,52.5,8.25,259.5,1
"51.5335,-0.1785",51.5335,-0.1785,201.9,1024.6,19253.8,1
"51.4435,0.281",51.4435,0.281,11.8,32.6,407.4,1
"51.473,-0.102",51.473,-0.102,100.9,2594.6,19925.8,1
"51.6835,0.225",51.6835,0.225,4.4,6.8,8725.400000000001,1
"51.386,-0.109",51.386,-0.109,158.6,317.6,16882.4,1
"51.4825,-0.2425",51.4825,-0.2425,72.6,240.8,99837.6,1
"51.471,0.17",51.471000000000004,0.17,60.8,50.8,12135.8,1
"51.6235,-0.477",51.6235,-0.47700000000000004,3.6,122.6,26833.8,1
"51.321,-0.371",51.321000000000005,-0.371,4.0,61.2,6513.0,1
"51.4395,-0.2425",51.4395,-0.2425,9.5,493.6,91415.4,1
"51.3505,0.0805",51.3505,0.0805,1.7,128.8,24381.2,1
"51.6525,0.25",51.6525,0.25,4.4,26.4,1470.6,1
"51.5535,-0.035",51.5535,-0.035,243.7,447.2,21029.8,1
"51.4985,-0.139",51.4985,-0.139,26.4,635.6,20917.4,1
"51.415,-0.13",51.415,-0.13,112.4,379.2,19175.4,1
"51.7125,0.0305",51.7125,0.0305,100.8,2.6,453.4,1
"51.707,-0.5025",51.707,-0.5025,3.6,0.0,43556.0,1
"51.604,-0.34",51.604,-0.34,89.7,31.6,19479.8,1
"51.641,-0.2975",51.641000000000005,-0.2975,4.9,37.4,13363.0,1
"51.486,-0.0115",51.486000000000004,-0.0115,42.2,1507.8,16833.8,1
"51.3795,0.1155",51.3795,0.1155,125.5,37.8,17686.0,1
"51.6945,-0.2165",51.6945,-0.2165,10.1,0.0,49495.99999999999,1
"51.3095,0.113",51.3095,0.113,2.0,26.25,78.25,1
"51.2685,-0.3495",51.2685,-0.3495,4.0,3.8,514.9999999999999,1
"51.323,-0.0775",51.323,-0.0775,22.8,32.8,17376.8,1
